idhog,idper,estrato,comuna,sexo,edad,educ,ascendencia,salud,pobre,ingreso
2015001309,2,MB,14,H,46,6,BLANCA     ,NO,NO,26554
2015001310,2,MA,1,M,37,14,BLANCA     ,NO,NO,26546
2015001312,1,M ,2,M,58,18,OTRA       ,NO,NO,22546
2015001312,2,M ,2,M,21,12,BLANCA     ,NO,NO,20346
2015001312,3,M ,2,H,23,14,BLANCA     ,NO,NO,30546
2015001315,1,M ,1,M,22,13,BLANCA     ,NO,NO,16554
2015001315,2,M ,1,H,22,14,AFRO       ,NO,NO,27558
2015001316,1,B ,11,H,32,6,BLANCA     ,NO,NO,18554
2015001316,2,B ,11,M,31,8,BLANCA     ,SI,NO,14554
2015001326,2,MA,5,H,48,16,AFRO       ,NO,NO,40066
2015001327,1,MA,2,H,37,9,BLANCA     ,SI,NO,20000
2015001327,2,MA,2,M,31,12,BLANCA     ,SI,NO,15000
2015001333,2,MB,11,M,35,14,BLANCA     ,SI,SI,19546
2015001342,1,B ,17,H,42,6,AFRO       ,NO,NO,35329
2015001342,3,B ,17,M,20,9,BLANCA     ,NO,NO,18553
2015001343,1,MA,13,H,45,7,BLANCA     ,NO,NO,30000
2015001344,1,MA,1,M,36,16,BLANCA     ,NO,NO,14054
2015001344,2,MA,1,H,39,15,BLANCA     ,NO,NO,26554
2015001348,1,MB,13,M,59,12,BLANCA     ,NO,NO,16140
2015001349,1,MB,13,M,32,10,BLANCA     ,NO,NO,16553
2015001352,1,M ,3,M,27,15,BLANCA     ,NO,NO,20998
2015001352,2,M ,3,M,30,10,BLANCA     ,NO,NO,46548
2015001352,4,M ,3,M,32,15,BLANCA     ,NO,NO,17180
2015001359,1,M ,1,H,47,20,BLANCA     ,NO,NO,41546
2015001365,1,MA,5,H,56,15,BLANCA     ,NO,NO,30000
2015001366,1,A ,5,M,61,16,BLANCA     ,NO,NO,21554
2015001366,3,A ,5,H,34,15,BLANCA     ,NO,NO,21554
2015001367,1,A ,8,M,62,12,BLANCA     ,NO,NO,42000
2015001372,1,B ,17,H,40,11,BLANCA     ,NO,NO,42050
2015001372,2,B ,17,M,35,12,BLANCA     ,SI,NO,23146
2015001379,2,MB,12,H,41,9,BLANCA     ,NO,SI,18446
2015001380,1,MA,2,M,32,13,BLANCA     ,NO,NO,17744
2015001381,1,MA,16,H,38,11,BLANCA     ,NO,NO,31554
2015001381,2,MA,16,M,37,15,BLANCA     ,NO,NO,29854
2015001382,1,A ,5,M,30,20,BLANCA     ,NO,NO,45554
2015001382,2,A ,5,H,32,18,BLANCA     ,NO,NO,41554
2015001389,1,B ,6,H,65,7,AFRO       ,NO,SI,17000
2015001393,1,MB,14,H,46,10,BLANCA     ,NO,NO,20446
2015001393,2,MB,14,M,47,10,BLANCA     ,NO,NO,17546
2015001394,1,MA,16,H,57,11,BLANCA     ,NO,NO,17546
2015001394,3,MA,16,M,31,15,BLANCA     ,NO,NO,19546
2015001394,4,MA,16,M,28,16,BLANCA     ,NO,NO,22546
2015001394,5,MA,16,M,25,15,BLANCA     ,NO,NO,23446
2015001397,2,M ,4,M,57,12,BLANCA     ,NO,NO,15000
2015001410,1,A ,8,H,74,10,BLANCA     ,NO,NO,18000
2015001413,1,M ,14,H,32,11,BLANCA     ,NO,NO,33728
2015001413,2,M ,14,M,32,10,BLANCA     ,NO,NO,21728
2015001424,1,MB,12,M,51,18,BLANCA     ,NO,NO,19546
2015001430,1,M ,14,M,40,18,BLANCA     ,NO,NO,79748
2015001436,1,B ,11,H,56,7,BLANCA     ,SI,NO,11000
2015001440,1,A ,7,M,37,16,BLANCA     ,NO,NO,64053
2015001442,1,B ,17,M,37,6,BLANCA     ,NO,NO,25133
2015001442,2,B ,17,H,44,9,BLANCA     ,NO,NO,22553
2015001444,1,M ,5,H,28,12,BLANCA     ,NO,NO,43368
2015001444,2,M ,5,M,23,16,BLANCA     ,NO,NO,46548
2015001450,2,M ,3,M,48,16,BLANCA     ,SI,NO,34553
2015001452,1,MA,13,M,32,12,BLANCA     ,NO,NO,19554
2015001455,1,MA,5,H,38,16,BLANCA     ,NO,NO,41554
2015001455,2,MA,5,M,29,11,BLANCA     ,NO,NO,24554
2015001457,1,A ,5,M,61,11,BLANCA     ,NO,NO,41546
2015001467,1,MA,2,H,24,15,BLANCA     ,NO,NO,34046
2015001468,1,MB,9,H,41,9,BLANCA     ,NO,NO,39216
2015001470,1,M ,1,M,35,14,BLANCA     ,NO,NO,42094
2015001470,2,M ,1,H,39,10,BLANCA     ,NO,NO,41554
2015001472,1,B ,18,M,55,6,AFRO       ,SI,SI,12554
2015001479,2,M ,3,M,26,12,BLANCA     ,NO,NO,23553
2015001489,2,MB,3,M,40,8,AFRO       ,SI,NO,25646
2015001493,2,A ,7,M,39,6,BLANCA     ,SI,NO,11514
2015001498,1,M ,14,H,36,10,BLANCA     ,NO,NO,45216
2015001498,2,M ,14,M,37,11,BLANCA     ,NO,NO,13554
2015001504,1,B ,9,H,46,9,AFRO       ,NO,NO,19146
2015001504,2,B ,9,M,25,10,BLANCA     ,NO,NO,23746
2015001504,3,B ,9,M,21,12,BLANCA     ,SI,NO,20546
2015001505,3,MA,15,M,46,14,BLANCA     ,NO,NO,32553
2015001510,1,MA,2,H,31,11,BLANCA     ,NO,NO,30809
2015001510,2,MA,2,M,27,14,BLANCA     ,NO,NO,23553
2015001511,1,M ,17,M,30,11,BLANCA     ,NO,NO,36546
2015001511,2,M ,17,H,35,12,BLANCA     ,NO,NO,36246
2015001512,2,A ,5,H,56,12,BLANCA     ,NO,NO,31554
2015001516,1,M ,3,M,34,16,BLANCA     ,NO,NO,50023
2015001516,2,M ,3,H,42,15,BLANCA     ,NO,NO,46553
2015001521,1,MA,2,H,31,16,BLANCA     ,NO,NO,19554
2015001521,2,MA,2,H,27,15,BLANCA     ,NO,NO,14554
2015001529,1,M ,3,M,45,14,BLANCA     ,NO,NO,33046
2015001529,2,M ,3,H,20,11,BLANCA     ,NO,NO,12940
2015001533,2,M ,11,M,61,10,BLANCA     ,NO,NO,16094
2015001536,1,MB,9,H,35,9,BLANCA     ,NO,NO,21433
2015001536,2,MB,9,M,35,14,BLANCA     ,NO,NO,29553
2015001537,1,B ,10,M,39,9,BLANCA     ,NO,NO,20354
2015001537,2,B ,10,H,18,10,BLANCA     ,NO,NO,15554
2015001538,2,M ,9,H,29,12,BLANCA     ,NO,NO,63090
2015001543,1,MA,7,M,43,10,BLANCA     ,SI,NO,18681
2015001545,1,B ,6,H,54,8,BLANCA     ,SI,SI,15000
2015001545,2,B ,6,M,38,6,BLANCA     ,NO,SI,12548
2015001550,1,MA,6,H,54,10,BLANCA     ,NO,NO,41546
2015001550,2,MA,6,M,51,13,BLANCA     ,NO,NO,34546
2015001550,3,MA,6,H,19,12,BLANCA     ,NO,NO,17546
2015001552,1,M ,11,M,52,15,BLANCA     ,NO,NO,18554
2015001552,2,M ,11,H,45,8,BLANCA     ,NO,NO,23554
2015001554,1,M ,1,H,39,17,BLANCA     ,NO,NO,61796
2015001554,2,M ,1,M,33,17,BLANCA     ,NO,NO,32514
2015001555,1,B ,11,H,54,9,AFRO       ,NO,NO,20680
2015001555,2,B ,11,M,52,9,AFRO       ,NO,NO,35758
2015001557,2,MA,12,M,35,7,BLANCA     ,NO,NO,21553
2015001558,1,MB,2,M,59,12,BLANCA     ,NO,NO,40848
2015001561,1,MA,7,M,44,18,BLANCA     ,NO,NO,71777
2015001561,2,MA,7,H,48,15,BLANCA     ,NO,NO,71553
2015001563,1,B ,10,H,39,6,BLANCA     ,NO,SI,15553
2015001568,1,M ,15,H,53,11,BLANCA     ,NO,NO,19546
2015001568,2,M ,15,M,50,16,BLANCA     ,NO,NO,36546
2015001570,1,B ,9,H,41,4,AFRO       ,SI,SI,12000
2015001572,1,M ,13,H,28,15,BLANCA     ,NO,NO,34553
2015001572,2,M ,13,H,24,14,BLANCA     ,NO,NO,13553
2015001575,1,M ,3,H,52,6,BLANCA     ,NO,NO,21353
2015001575,2,M ,3,M,51,9,BLANCA     ,NO,NO,14953
2015001576,3,B ,11,M,42,7,BLANCA     ,NO,NO,14159
2015001576,4,B ,11,H,26,10,BLANCA     ,NO,NO,20554
2015001577,1,M ,3,M,38,16,BLANCA     ,NO,NO,30548
2015001577,2,M ,3,H,36,12,BLANCA     ,NO,NO,28548
2015001579,1,B ,11,H,46,6,BLANCA     ,NO,SI,28184
2015001586,3,B ,9,H,21,8,BLANCA     ,NO,SI,15302
2015001588,1,MA,6,H,40,11,BLANCA     ,NO,NO,35449
2015001595,3,MB,9,M,47,16,BLANCA     ,NO,NO,23403
2015001595,4,MB,9,H,48,15,BLANCA     ,NO,NO,19553
2015001596,1,M ,2,H,33,12,BLANCA     ,NO,NO,42356
2015001596,2,M ,2,M,27,10,BLANCA     ,NO,NO,34548
2015001596,3,M ,2,M,26,10,BLANCA     ,NO,NO,28648
2015001596,4,M ,2,H,22,9,BLANCA     ,NO,NO,24173
2015001613,1,MA,5,H,58,18,BLANCA     ,NO,NO,43746
2015001613,2,MA,5,M,51,20,BLANCA     ,NO,NO,57506
2015001613,3,MA,5,H,27,16,BLANCA     ,NO,NO,31146
2015001613,4,MA,5,H,25,12,BLANCA     ,NO,NO,16546
2015001616,2,MB,17,M,33,16,BLANCA     ,NO,NO,16553
2015001618,1,MA,2,M,64,21,BLANCA     ,NO,NO,26000
2015001621,2,MB,6,M,39,9,BLANCA     ,SI,NO,11554
2015001629,1,MB,9,H,55,5,BLANCA     ,NO,NO,31546
2015001629,2,MB,9,M,50,9,BLANCA     ,NO,NO,21546
2015001629,3,MB,9,H,22,8,BLANCA     ,NO,NO,21546
2015001643,1,M ,1,H,49,12,BLANCA     ,NO,NO,51553
2015001643,2,M ,1,M,33,16,BLANCA     ,NO,NO,35553
2015001648,1,M ,14,H,45,16,BLANCA     ,NO,NO,34397
2015001648,2,M ,14,M,36,12,BLANCA     ,NO,NO,17000
2015001651,2,M ,11,H,52,10,BLANCA     ,NO,NO,24000
2015001659,1,B ,11,H,49,10,OTRA       ,NO,NO,16884
2015001659,3,B ,11,H,21,6,AFRO       ,NO,NO,18553
2015001663,1,MB,12,M,70,6,OTRA       ,SI,NO,14386
2015001663,2,MB,12,H,42,9,OTRA       ,SI,NO,13800
2015001668,1,MB,1,M,21,14,BLANCA     ,NO,NO,15153
2015001668,2,MB,1,H,35,9,BLANCA     ,NO,NO,20553
2015001672,1,MB,9,H,37,8,BLANCA     ,NO,NO,29546
2015001672,3,MB,9,H,18,7,BLANCA     ,NO,NO,13546
2015001685,1,M ,12,H,36,10,BLANCA     ,NO,NO,36753
2015001685,2,M ,12,M,32,9,BLANCA     ,NO,NO,11000
2015001689,1,A ,5,H,25,14,BLANCA     ,NO,NO,21046
2015001712,1,MB,11,H,27,6,BLANCA     ,SI,NO,15128
2015001712,2,MB,11,M,24,6,BLANCA     ,SI,NO,16656
2015001713,1,M ,1,H,36,17,BLANCA     ,NO,NO,16153
2015001713,2,M ,1,M,25,10,BLANCA     ,SI,NO,16231
2015001713,3,M ,1,M,22,13,BLANCA     ,NO,NO,30221
2015001714,3,A ,7,H,34,13,BLANCA     ,NO,NO,18554
2015001717,1,MA,15,H,42,9,BLANCA     ,NO,NO,23553
2015001718,1,MA,16,H,45,10,BLANCA     ,NO,NO,41546
2015001719,1,B ,10,M,26,13,BLANCA     ,NO,NO,32548
2015001719,2,B ,10,H,29,10,AFRO       ,NO,NO,43548
2015001723,1,B ,12,M,35,5,BLANCA     ,SI,SI,13454
2015001724,1,B ,13,H,43,7,BLANCA     ,SI,NO,20000
2015001727,2,A ,5,M,53,17,BLANCA     ,NO,NO,30000
2015001733,1,MB,9,H,37,12,BLANCA     ,NO,NO,36064
2015001735,1,MB,11,H,57,16,BLANCA     ,NO,NO,35554
2015001737,1,B ,10,M,43,9,BLANCA     ,SI,NO,14000
2015001739,1,MA,4,H,48,21,BLANCA     ,NO,NO,26554
2015001739,2,MA,4,M,43,15,BLANCA     ,NO,NO,33754
2015001741,1,MA,2,H,28,17,BLANCA     ,NO,NO,37553
2015001741,2,MA,2,M,28,20,BLANCA     ,NO,NO,61553
2015001743,1,MA,5,M,37,14,BLANCA     ,NO,NO,16546
2015001743,2,MA,5,M,58,12,BLANCA     ,NO,NO,16546
2015001743,3,MA,5,H,29,15,BLANCA     ,NO,NO,22546
2015001745,1,B ,18,H,43,9,BLANCA     ,NO,NO,38054
2015001751,1,B ,9,H,41,10,BLANCA     ,SI,NO,12000
2015001753,3,M ,6,M,26,17,BLANCA     ,NO,NO,27449
2015001754,1,M ,17,H,34,13,BLANCA     ,NO,NO,40448
2015001754,2,M ,17,M,34,15,BLANCA     ,NO,NO,34548
2015001766,1,MB,6,M,40,10,OTRA       ,SI,NO,11554
2015001766,2,MB,6,M,58,6,AFRO       ,SI,NO,23554
2015001771,1,B ,9,M,30,10,BLANCA     ,NO,NO,23046
2015001776,1,M ,14,H,48,10,BLANCA     ,NO,NO,25554
2015001779,1,M ,3,H,48,14,BLANCA     ,NO,NO,53546
2015001779,4,M ,3,H,22,11,BLANCA     ,NO,NO,11546
2015001782,1,MB,11,H,53,11,BLANCA     ,NO,NO,24546
2015001782,2,MB,11,M,56,9,BLANCA     ,NO,NO,12796
2015001789,1,M ,13,H,38,7,BLANCA     ,SI,SI,14546
2015001791,1,MA,7,H,54,8,BLANCA     ,NO,NO,35553
2015001793,1,MA,5,H,70,22,BLANCA     ,NO,NO,21553
2015001793,2,MA,5,M,56,22,BLANCA     ,NO,NO,53553
2015001811,3,MA,3,M,31,15,BLANCA     ,NO,NO,14553
2015001816,1,M ,15,H,39,18,BLANCA     ,NO,NO,36546
2015001816,2,M ,15,M,36,17,BLANCA     ,NO,NO,55546
2015001817,1,M ,3,H,56,6,BLANCA     ,NO,NO,21553
2015001819,1,M ,11,H,43,6,BLANCA     ,NO,SI,32553
2015001826,3,M ,6,H,21,9,AFRO       ,NO,SI,11554
2015001834,2,A ,5,H,59,13,BLANCA     ,NO,NO,18746
2015001839,1,B ,9,H,36,6,BLANCA     ,NO,NO,23554
2015001843,2,MB,14,H,42,9,BLANCA     ,NO,NO,20554
2015001843,3,MB,14,H,25,9,BLANCA     ,NO,NO,16554
2015001845,1,MB,10,M,48,9,BLANCA     ,SI,NO,19000
2015001851,2,M ,2,H,56,14,BLANCA     ,NO,NO,30093
2015001851,3,M ,2,M,55,14,BLANCA     ,NO,NO,43553
2015001853,1,M ,2,M,47,10,AFRO       ,NO,NO,18953
2015001853,2,M ,2,H,53,11,BLANCA     ,NO,NO,31553
2015001855,2,B ,9,M,50,8,BLANCA     ,NO,NO,21546
2015001859,2,B ,14,H,56,8,BLANCA     ,SI,SI,11000
2015001869,4,M ,13,H,49,10,OTRA       ,NO,NO,17546
2015001871,3,M ,6,H,20,8,BLANCA     ,NO,NO,13554
2015001877,1,MB,9,H,42,10,BLANCA     ,NO,NO,14554
2015001877,2,MB,9,M,38,12,BLANCA     ,NO,NO,24454
2015001878,1,MA,5,M,58,13,BLANCA     ,NO,NO,41546
2015001878,3,MA,5,H,24,11,BLANCA     ,NO,NO,21546
2015001879,1,MA,7,H,32,11,BLANCA     ,NO,NO,36553
2015001879,2,MA,7,M,32,11,BLANCA     ,NO,NO,13553
2015001882,3,MB,12,M,35,8,BLANCA     ,SI,NO,20000
2015001882,4,MB,12,H,37,7,BLANCA     ,SI,NO,15000
2015001888,1,B ,12,M,56,10,BLANCA     ,NO,NO,15553
2015001888,5,B ,12,H,19,6,BLANCA     ,NO,NO,25853
2015001890,1,MB,14,M,25,7,BLANCA     ,NO,NO,20117
2015001892,2,MA,7,M,28,12,BLANCA     ,NO,NO,25000
2015001904,1,B ,9,H,60,6,BLANCA     ,NO,NO,33554
2015001904,2,B ,9,M,56,7,BLANCA     ,NO,NO,19554
2015001904,3,B ,9,M,21,9,BLANCA     ,NO,NO,26554
2015001913,1,MA,5,H,40,18,BLANCA     ,NO,NO,21546
2015001915,2,B ,11,H,23,6,BLANCA     ,NO,NO,12546
2015001917,1,MB,12,M,58,23,BLANCA     ,NO,NO,71548
2015001917,3,MB,12,H,26,12,BLANCA     ,NO,NO,22946
2015001924,3,M ,13,H,25,10,BLANCA     ,NO,NO,28809
2015001924,4,M ,13,M,22,13,BLANCA     ,NO,NO,21553
2015001926,1,M ,12,M,34,17,BLANCA     ,NO,NO,35121
2015001930,1,MA,4,H,34,12,BLANCA     ,NO,NO,49548
2015001933,1,B ,9,H,37,14,BLANCA     ,NO,NO,16546
2015001933,2,B ,9,M,32,16,BLANCA     ,NO,NO,23546
2015001938,1,MB,1,M,33,16,BLANCA     ,NO,NO,26553
2015001940,1,MB,17,M,48,12,BLANCA     ,NO,NO,23553
2015001940,3,MB,17,H,19,10,BLANCA     ,NO,NO,12553
2015001941,1,M ,6,M,39,16,BLANCA     ,NO,NO,38581
2015001941,2,M ,6,M,27,16,BLANCA     ,NO,NO,23553
2015001943,1,B ,14,H,68,8,BLANCA     ,SI,NO,12500
2015001943,3,B ,14,M,19,8,BLANCA     ,NO,NO,11966
2015001947,1,M ,13,M,46,10,BLANCA     ,SI,NO,18302
2015001947,2,M ,13,H,52,12,BLANCA     ,NO,NO,34216
2015001953,2,M ,6,H,28,10,BLANCA     ,NO,NO,18553
2015001955,2,MB,9,M,26,9,BLANCA     ,NO,NO,17553
2015001958,1,MA,8,M,40,16,BLANCA     ,NO,NO,27546
2015001960,1,MA,5,H,29,12,BLANCA     ,NO,NO,31553
2015001963,1,M ,11,H,42,7,BLANCA     ,NO,NO,32016
2015001964,1,M ,2,H,37,17,BLANCA     ,NO,NO,63553
2015001964,2,M ,2,M,36,19,BLANCA     ,NO,NO,36553
2015001968,1,M ,6,H,38,15,BLANCA     ,NO,NO,23553
2015001970,1,M ,13,H,34,16,BLANCA     ,NO,NO,31553
2015001970,2,M ,13,M,38,12,BLANCA     ,NO,NO,31553
2015001972,1,B ,13,H,53,9,BLANCA     ,NO,NO,22554
2015001972,2,B ,13,M,53,9,BLANCA     ,NO,NO,16554
2015001972,3,B ,13,M,25,18,BLANCA     ,NO,NO,14554
2015001972,4,B ,13,M,22,17,BLANCA     ,NO,NO,14554
2015001973,1,MB,13,H,62,14,BLANCA     ,NO,NO,32554
2015001980,3,MB,11,H,31,11,BLANCA     ,NO,NO,17554
2015001987,3,M ,3,M,25,15,BLANCA     ,SI,NO,18426
2015001988,2,MA,2,M,28,16,BLANCA     ,NO,NO,16546
2015001991,3,MB,13,M,36,14,BLANCA     ,NO,NO,21546
2015001993,1,A ,7,H,48,15,BLANCA     ,NO,NO,21553
2015001994,1,MA,3,M,27,19,BLANCA     ,NO,NO,29553
2015001994,2,MA,3,M,27,17,BLANCA     ,NO,NO,27553
2015001998,1,MB,3,H,47,21,BLANCA     ,NO,NO,69492
2015002015,1,B ,17,M,29,10,BLANCA     ,NO,NO,13346
2015002034,1,M ,8,H,51,13,BLANCA     ,NO,NO,71554
2015002038,1,MB,11,M,27,9,BLANCA     ,NO,NO,31546
2015002038,2,MB,11,H,32,11,BLANCA     ,NO,NO,36746
2015002042,2,MB,17,H,54,6,BLANCA     ,SI,NO,15000
2015002043,3,MB,15,M,31,11,BLANCA     ,NO,NO,15554
2015002055,3,M ,3,H,27,12,BLANCA     ,NO,NO,17546
2015002061,2,B ,13,H,27,10,BLANCA     ,NO,NO,15554
2015002069,2,A ,5,M,47,17,BLANCA     ,NO,NO,51553
2015002075,2,B ,9,M,35,8,BLANCA     ,NO,NO,16544
2015002075,3,B ,9,H,26,6,BLANCA     ,NO,NO,25546
2015002091,6,M ,3,H,46,8,BLANCA     ,NO,NO,37546
2015002097,2,M ,11,M,23,10,BLANCA     ,NO,NO,18054
2015002104,1,MA,7,H,47,12,BLANCA     ,NO,NO,41553
2015002104,2,MA,7,M,46,17,BLANCA     ,NO,NO,44553
2015002108,2,B ,12,M,55,9,BLANCA     ,SI,NO,19880
2015002111,1,M ,11,H,52,9,BLANCA     ,NO,NO,39053
2015002119,1,MA,5,M,47,16,BLANCA     ,NO,NO,31546
2015002122,1,B ,14,H,33,6,AFRO       ,SI,NO,14546
2015002128,1,A ,5,M,23,16,BLANCA     ,NO,NO,44213
2015002132,2,MB,10,M,50,15,BLANCA     ,NO,NO,48092
2015002139,1,MB,14,M,39,15,BLANCA     ,NO,NO,35184
2015002151,1,M ,15,H,45,10,BLANCA     ,NO,NO,23053
2015002152,1,MA,5,H,49,9,BLANCA     ,NO,NO,18546
2015002152,2,MA,5,M,52,12,BLANCA     ,NO,NO,26546
2015002154,2,MA,15,M,43,17,BLANCA     ,NO,NO,41554
2015002158,1,MB,18,M,24,17,BLANCA     ,NO,NO,13553
2015002171,1,MA,1,M,42,17,BLANCA     ,SI,NO,28548
2015002171,2,MA,1,H,47,16,BLANCA     ,NO,NO,53548
2015002173,3,M ,18,M,42,13,BLANCA     ,NO,NO,26554
2015002176,1,M ,9,H,30,10,BLANCA     ,NO,NO,19246
2015002176,2,M ,9,M,27,8,BLANCA     ,SI,NO,18450
2015002185,1,M ,2,M,74,6,BLANCA     ,NO,NO,10960
2015002188,2,M ,9,H,47,9,BLANCA     ,NO,NO,18046
2015002188,3,M ,9,H,49,8,BLANCA     ,NO,NO,10546
2015002195,1,MB,13,H,45,10,BLANCA     ,SI,NO,15000
2015002195,2,MB,13,M,39,9,AFRO       ,NO,NO,18159
2015002200,3,MB,9,M,29,16,BLANCA     ,NO,NO,16546
2015002204,1,M ,3,H,36,13,BLANCA     ,NO,NO,41154
2015002204,2,M ,3,M,26,14,BLANCA     ,NO,NO,25554
2015002222,2,MB,11,M,56,12,BLANCA     ,NO,NO,41553
2015002223,1,M ,11,M,47,14,BLANCA     ,NO,NO,23553
2015002234,1,MB,6,H,66,7,BLANCA     ,NO,NO,20000
2015002234,3,MB,6,H,39,9,BLANCA     ,NO,NO,17054
2015002234,4,MB,6,M,35,12,BLANCA     ,NO,NO,20108
2015002241,1,M ,1,H,37,15,BLANCA     ,NO,NO,21553
2015002243,1,MA,1,M,35,18,BLANCA     ,NO,NO,63553
2015002244,1,M ,14,M,42,10,BLANCA     ,NO,NO,14966
2015002244,2,M ,14,H,24,8,BLANCA     ,NO,NO,16046
2015002244,3,M ,14,M,22,8,BLANCA     ,NO,NO,18426
2015002244,5,M ,14,H,44,9,BLANCA     ,SI,NO,15000
2015002245,1,MB,12,M,33,13,BLANCA     ,NO,NO,21546
2015002245,2,MB,12,H,32,12,BLANCA     ,NO,NO,26546
2015002253,1,A ,8,H,70,19,BLANCA     ,NO,NO,32998
2015002253,2,A ,8,M,64,12,BLANCA     ,NO,NO,31546
2015002254,1,MB,18,H,27,10,BLANCA     ,NO,NO,22753
2015002254,2,MB,18,M,25,10,BLANCA     ,NO,NO,12553
2015002256,1,MA,4,M,54,18,BLANCA     ,NO,NO,60553
2015002257,1,MA,2,M,36,14,BLANCA     ,NO,NO,25884
2015002257,2,MA,2,H,36,10,BLANCA     ,NO,NO,34792.5
2015002266,1,MA,2,H,35,18,BLANCA     ,NO,NO,41546
2015002277,2,MA,1,M,22,16,BLANCA     ,NO,NO,13546
2015002286,1,MA,3,H,50,12,BLANCA     ,NO,NO,38953
2015002286,2,MA,3,M,48,13,BLANCA     ,NO,NO,44553
2015002291,1,MA,7,H,46,16,BLANCA     ,NO,NO,79053
2015002291,2,MA,7,M,39,14,BLANCA     ,NO,NO,30353
2015002293,1,M ,12,M,67,6,BLANCA     ,SI,NO,15820
2015002314,2,MB,14,H,40,10,BLANCA     ,NO,NO,24546
2015002324,1,M ,3,H,35,18,BLANCA     ,NO,NO,37546
2015002324,2,M ,3,M,37,16,BLANCA     ,NO,NO,36546
2015002327,1,MA,7,M,54,14,BLANCA     ,NO,NO,34054
2015002332,1,M ,11,M,24,12,OTRA       ,NO,NO,22046
2015002332,2,M ,11,H,29,13,BLANCA     ,NO,NO,18000
2015002333,1,A ,5,M,28,16,BLANCA     ,NO,NO,31546
2015002336,1,B ,18,H,36,9,BLANCA     ,NO,NO,42554
2015002336,2,B ,18,M,35,8,AFRO       ,NO,NO,16104
2015002337,1,MA,2,M,34,15,BLANCA     ,NO,NO,25554
2015002342,1,B ,9,M,50,9,BLANCA     ,SI,SI,12000
2015002349,1,MA,13,H,42,9,BLANCA     ,SI,NO,15000
2015002349,2,MA,13,M,51,9,BLANCA     ,NO,NO,22554
2015002353,1,M ,1,H,37,18,BLANCA     ,NO,NO,46546
2015002353,2,M ,1,M,43,16,BLANCA     ,NO,NO,19546
2015002358,2,M ,2,M,30,0,BLANCA     ,NO,NO,23434
2015002379,1,M ,5,H,29,15,BLANCA     ,NO,NO,52553
2015002379,2,M ,5,M,26,15,BLANCA     ,NO,NO,29553
2015002380,1,MA,4,M,53,16,BLANCA     ,NO,NO,57553
2015002384,1,B ,18,M,27,15,BLANCA     ,NO,NO,16046
2015002385,1,MA,1,M,56,12,BLANCA     ,NO,NO,19554
2015002388,1,B ,9,M,49,6,BLANCA     ,NO,NO,25009
2015002390,1,B ,17,H,36,7,BLANCA     ,SI,SI,15500
2015002393,1,B ,14,H,42,3,BLANCA     ,NO,NO,17546
2015002393,2,B ,14,M,41,10,BLANCA     ,NO,NO,18546
2015002394,1,B ,10,M,41,11,OTRA       ,NO,NO,32000
2015002394,2,B ,10,H,20,9,BLANCA     ,NO,NO,14346
2015002399,1,M ,3,M,28,16,BLANCA     ,NO,NO,42448
2015002402,2,MA,2,H,27,16,BLANCA     ,NO,NO,40553
2015002403,2,MB,18,M,20,9,BLANCA     ,NO,SI,13548
2015002406,1,MA,7,M,55,21,BLANCA     ,NO,NO,65554
2015002407,1,B ,10,M,59,6,BLANCA     ,NO,NO,27973
2015002424,1,MA,16,H,49,9,AFRO       ,NO,NO,57746
2015002424,2,MA,16,M,52,6,AFRO       ,NO,NO,17546
2015002427,1,MB,9,H,57,11,BLANCA     ,SI,NO,20554
2015002431,1,MA,11,M,40,21,BLANCA     ,NO,NO,70219.66667
2015002434,1,MA,3,M,49,16,BLANCA     ,NO,NO,51554
2015002441,1,M ,12,H,41,10,BLANCA     ,NO,NO,29753
2015002441,2,M ,12,M,38,10,BLANCA     ,NO,NO,19553
2015002444,1,M ,11,M,62,10,BLANCA     ,NO,NO,19546
2015002467,1,MA,11,M,39,15,BLANCA     ,NO,NO,22054
2015002472,1,MA,4,M,53,13,BLANCA     ,NO,NO,32554
2015002472,3,MA,4,H,24,12,BLANCA     ,NO,NO,23554
2015002474,1,MB,9,H,39,6,BLANCA     ,NO,NO,17651
2015002474,2,MB,9,M,36,8,BLANCA     ,NO,NO,13546
2015002480,1,B ,9,H,61,17,BLANCA     ,NO,NO,16554
2015002486,1,B ,13,H,50,10,BLANCA     ,NO,NO,23554
2015002486,3,B ,13,M,30,11,BLANCA     ,NO,NO,13554
2015002490,1,M ,2,M,24,17,BLANCA     ,NO,NO,34546
2015002491,2,A ,5,H,49,12,BLANCA     ,NO,NO,56546
2015002494,2,MB,13,H,35,11,BLANCA     ,NO,NO,41554
2015002498,3,MB,9,M,34,7,BLANCA     ,NO,NO,18546
2015002504,1,M ,6,M,67,6,BLANCA     ,NO,NO,31546
2015002505,2,MB,13,H,45,12,BLANCA     ,NO,NO,25554
2015002508,2,MA,2,M,40,13,BLANCA     ,NO,NO,31553
2015002513,1,MB,9,H,31,9,BLANCA     ,NO,NO,19548
2015002514,1,A ,5,M,28,16,BLANCA     ,NO,NO,76398
2015002518,1,M ,2,H,56,19,BLANCA     ,NO,NO,59879.33333
2015002523,1,MB,3,M,24,15,BLANCA     ,NO,NO,21554
2015002523,2,MB,3,H,29,14,BLANCA     ,NO,NO,30720.66667
2015002524,1,A ,5,M,44,12,BLANCA     ,NO,NO,55546
2015002525,3,MA,4,M,48,14,BLANCA     ,NO,NO,19553
